#separator:Tab
#html:true
#columns:ID	Front	Back	Explanation	Tags
#tags column:5
"clf-c02-2026-09-18-126"	"What is the primary purpose of AWS Application Migration Service?"	"AWS Application Migration Service helps you lift and shift physical, virtual, or cloud servers into AWS."	"For CLF-C02, recognize this service when the requirement mentions rehost servers with block-level replication. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for rehost servers with block-level replication; AWS Application Migration Service is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Migration_and_Transfer topic::Migration_&_Hybrid topic::Compute_&_Serverless"
"clf-c02-2026-09-18-127"	"What is the primary purpose of Migration Evaluator?"	"Migration Evaluator helps you build a data-driven business case and cost projection for migration."	"For CLF-C02, recognize this service when the requirement mentions migration assessment and TCO business case. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for migration assessment and TCO business case; Migration Evaluator is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Migration_and_Transfer topic::Migration_&_Hybrid topic::Cost,_Marketplace_&_Support"
"clf-c02-2026-09-18-128"	"What is the primary purpose of AWS Migration Hub?"	"AWS Migration Hub helps you track application migrations across AWS and partner tools in one place."	"For CLF-C02, recognize this service when the requirement mentions central migration progress dashboard. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for central migration progress dashboard; AWS Migration Hub is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Migration_and_Transfer topic::Migration_&_Hybrid topic::Governance_&_Operations"
"clf-c02-2026-09-18-129"	"What is the primary purpose of AWS SCT?"	"AWS SCT helps you assess and convert database schemas for a different target engine."	"For CLF-C02, recognize this service when the requirement mentions heterogeneous database schema conversion. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for heterogeneous database schema conversion; AWS SCT is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Migration_and_Transfer topic::Migration_&_Hybrid topic::Databases_&_Caching"
"clf-c02-2026-09-18-130"	"What is the primary purpose of Amazon Route 53?"	"Amazon Route 53 helps you provide managed DNS, domain registration, routing policies, and health checks."	"For CLF-C02, recognize this service when the requirement mentions DNS and domain-name traffic routing. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for DNS and domain-name traffic routing; Amazon Route 53 is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Networking_and_Content_Delivery topic::Networking_&_Delivery"
"clf-c02-2026-09-18-131"	"What is the primary purpose of AWS Transit Gateway?"	"AWS Transit Gateway helps you connect many VPCs and on-premises networks through a central hub."	"For CLF-C02, recognize this service when the requirement mentions hub-and-spoke network transit. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for hub-and-spoke network transit; AWS Transit Gateway is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Networking_and_Content_Delivery topic::Networking_&_Delivery topic::Migration_&_Hybrid"
"clf-c02-2026-09-18-132"	"What is the primary purpose of AWS VPN?"	"AWS VPN helps you provide encrypted network connectivity over the internet."	"For CLF-C02, recognize this service when the requirement mentions umbrella term for AWS managed VPN options. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for umbrella term for AWS managed VPN options; AWS VPN is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Networking_and_Content_Delivery topic::Networking_&_Delivery topic::Migration_&_Hybrid"
"clf-c02-2026-09-18-133"	"What is the primary purpose of AWS Site-to-Site VPN?"	"AWS Site-to-Site VPN helps you connect an on-premises network to a VPC through encrypted IPsec tunnels."	"For CLF-C02, recognize this service when the requirement mentions network-to-network encrypted tunnel. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for network-to-network encrypted tunnel; AWS Site-to-Site VPN is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Networking_and_Content_Delivery topic::Networking_&_Delivery topic::Migration_&_Hybrid"
"clf-c02-2026-09-18-134"	"What is the primary purpose of AWS Client VPN?"	"AWS Client VPN helps you connect individual remote users securely to AWS or on-premises networks."	"For CLF-C02, recognize this service when the requirement mentions managed remote-user VPN. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed remote-user VPN; AWS Client VPN is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Networking_and_Content_Delivery topic::Networking_&_Delivery topic::Identity_&_Access"
"clf-c02-2026-09-18-135"	"What is the primary purpose of AWS Certificate Manager?"	"AWS Certificate Manager helps you provision and manage TLS certificates for integrated AWS services."	"For CLF-C02, recognize this service when the requirement mentions managed public and private certificates. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed public and private certificates; AWS Certificate Manager is the service to evaluate."	"CLF-C02 Security and Compliance day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Security,_Identity,_and_Compliance topic::Security_&_Threat_Protection topic::Identity_&_Access"
"clf-c02-2026-09-18-136"	"What is the primary purpose of Amazon Cognito?"	"Amazon Cognito helps you add customer sign-up, sign-in, and access control to applications."	"For CLF-C02, recognize this service when the requirement mentions application user identity and federation. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for application user identity and federation; Amazon Cognito is the service to evaluate."	"CLF-C02 Security and Compliance day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Security,_Identity,_and_Compliance topic::Identity_&_Access topic::Frontend_&_IoT"
"clf-c02-2026-09-18-137"	"What is the primary purpose of AWS Directory Service?"	"AWS Directory Service helps you run or connect Microsoft Active Directory-compatible directories on AWS."	"For CLF-C02, recognize this service when the requirement mentions managed directory and Active Directory integration. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for managed directory and Active Directory integration; AWS Directory Service is the service to evaluate."	"CLF-C02 Security and Compliance day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Security,_Identity,_and_Compliance topic::Identity_&_Access topic::Migration_&_Hybrid"
"clf-c02-2026-09-18-138"	"What is the primary purpose of AWS RAM?"	"AWS RAM helps you share supported AWS resources across accounts or within an organization."	"For CLF-C02, recognize this service when the requirement mentions cross-account resource sharing without duplication. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for cross-account resource sharing without duplication; AWS RAM is the service to evaluate."	"CLF-C02 Security and Compliance day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Security,_Identity,_and_Compliance topic::Identity_&_Access topic::Governance_&_Operations"
"clf-c02-2026-09-18-139"	"What is the primary purpose of AWS Secrets Manager?"	"AWS Secrets Manager helps you store, retrieve, and rotate application secrets."	"For CLF-C02, recognize this service when the requirement mentions database passwords, API keys, and automatic rotation. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for database passwords, API keys, and automatic rotation; AWS Secrets Manager is the service to evaluate."	"CLF-C02 Security and Compliance day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Security,_Identity,_and_Compliance topic::Identity_&_Access topic::Security_&_Threat_Protection"
"clf-c02-2026-09-18-140"	"What is the primary purpose of AWS Backup?"	"AWS Backup helps you centrally define and monitor backup policies across supported services."	"For CLF-C02, recognize this service when the requirement mentions centralized policy-based backups. Deep implementation details are not required.<br><strong>Example:</strong> A question asks for centralized policy-based backups; AWS Backup is the service to evaluate."	"CLF-C02 Cloud Technology and Services day::2026-09-18 chat::Extra_-_Official_CLF-C02_coverage_audit type::recall topic::Extra_official_coverage topic::Storage topic::Storage,_Backup_&_DR topic::Governance_&_Operations"
